Age,Sex,Types,Co2,Exercise,Num_of_use
30대,F,일일(회원),3.54,360.01,5
40대,F,일일(회원),4.43,355.37,3
50대,F,일일(회원),2.2,206.35,1
60대,F,일일(회원),0,0,1
기타,F,일일(회원),0,0,1
10대,M,일일(회원),23.1,2796.79,14
20대,M,일일(회원),12.91,1446.78,15
30대,M,일일(회원),2.14,348.34,5
40대,M,일일(회원),0.86,132.22,1
50대,M,일일(회원),2.64,340.31,2
60대,M,일일(회원),1.11,138.76,1
기타,M,일일(회원),2.73,494.06,3
10대,,정기,0.58,70.2,4
20대,,정기,13.4,1533.84,29
30대,,정기,10.59,1052.2,19
40대,,정기,8.48,1108.07,15
50대,,정기,9.81,1138.2,9
60대,,정기,4.86,501.21,3
기타,,정기,1.5,155.85,8
20대,,정기,15.58,1648.64,54
30대,,정기,6.65,608.42,6
20대,F,정기,19.32,2060.35,29
30대,F,정기,16.17,1733.12,34
40대,F,정기,15.33,1414.03,26
50대,F,정기,19.45,1862.06,28
60대,F,정기,0.35,35.51,1
기타,F,정기,6.85,748.63,7
20대,M,정기,33.68,4030.07,80
30대,M,정기,24.92,3116.28,39
40대,M,정기,10.41,1324.98,15
50대,M,정기,5.62,790.16,22
60대,M,정기,1.66,211.21,7
70대이상,M,정기,1.95,214.95,2
기타,M,정기,14.28,1523.71,38
기타,,일일(비회원),0.32,35.52,1
20대,,일일(회원),1.69,190.81,2
30대,,일일(회원),2.36,262.29,1
20대,,일일(회원),0.16,17.57,1
10대,F,일일(회원),0,0,1
20대,F,일일(회원),0,0,1
60대,F,일일(회원),2.4,254.42,1
기타,F,일일(회원),0.69,77.01,1
20대,M,일일(회원),0,0,2
30대,M,일일(회원),0.41,69.7,1
10대,,정기,0.6,46,3
20대,,정기,13.76,1814.94,24
30대,,정기,6.49,472.5,23
40대,,정기,14.1,1622.08,14
50대,,정기,1.88,230.48,7
60대,,정기,34.41,3543.8,20
20대,,정기,0.47,46.58,3
20대,F,정기,12.59,1306.61,38
30대,F,정기,3.24,301.47,15
40대,F,정기,1.27,115.45,6
기타,F,정기,0.1,7.84,1
20대,M,정기,3.03,434.87,4
30대,M,정기,5.39,615.62,34
40대,M,정기,1.86,227.65,6
50대,M,정기,2.37,289.46,5
60대,M,정기,1.52,161.1,5
기타,M,정기,0.23,31.05,2
기타,,일일(비회원),0.29,32.43,1
20대,,일일(회원),2.1,209.2,5
30대,,일일(회원),3.14,308.27,4
20대,,일일(회원),0.69,77.1,4
20대,F,일일(회원),0.81,74.26,4
40대,F,일일(회원),0.23,29.81,1
10대,M,일일(회원),0.31,33.98,1
20대,M,일일(회원),9.88,1252.36,7
30대,M,일일(회원),0.76,109.73,1
40대,M,일일(회원),0.3,34.47,1
50대,M,일일(회원),3.62,481.85,1
기타,M,일일(회원),3.78,501.07,7
10대,,정기,0,0,1
20대,,정기,13.17,1422.19,55
30대,,정기,11.22,1280.35,41
40대,,정기,2.79,436.71,5
50대,,정기,0.59,73.78,4
기타,,정기,1.09,147.59,6
20대,,정기,0.32,37.17,5
20대,F,정기,4.47,411.02,16
30대,F,정기,3.78,432.79,8
40대,F,정기,0.2,22.14,1
50대,F,정기,2.37,241.74,7
60대,F,정기,4.48,535.95,7
10대,M,정기,1.46,184.88,1
20대,M,정기,6.94,916.33,30
30대,M,정기,6.52,860.95,46
40대,M,정기,33.88,4935.82,62
50대,M,정기,37.06,4452.89,34
60대,M,정기,12.81,1335.39,31
기타,M,정기,1.68,232.67,15
기타,,일일(비회원),2.7,299.87,3
10대,,일일(회원),1.15,127.93,2
20대,,일일(회원),3.02,311.14,6
30대,,일일(회원),0.87,107.5,2
20대,F,일일(회원),0.47,52.03,2
40대,F,일일(회원),0.59,50.49,1
50대,F,일일(회원),0.73,89.01,1
60대,F,일일(회원),0.82,83.87,1
기타,F,일일(회원),0,0,1
10대,M,일일(회원),0.85,68.31,1
20대,M,일일(회원),9.69,1130.38,11
60대,M,일일(회원),0.56,61.82,1
기타,M,일일(회원),2.07,229.86,5
10대,,정기,1.08,92.07,2
20대,,정기,32.5,3391.85,108
30대,,정기,52.64,6498.88,67
40대,,정기,2.34,299.64,12
50대,,정기,1.75,232.03,8
60대,,정기,3.94,477.59,8
기타,,정기,0.28,31.15,1
20대,,정기,5.02,693.32,17
20대,F,정기,14.17,1423.44,20
30대,F,정기,14.14,1504.09,20
40대,F,정기,4.65,431.17,9
50대,F,정기,1.37,144.05,6
60대,F,정기,8.53,697.29,16
기타,F,정기,5.79,630.45,12
10대,M,정기,0,0,1
20대,M,정기,13.16,1369.63,54
30대,M,정기,12.35,1740.22,27
40대,M,정기,5.34,653.87,17
50대,M,정기,8.39,1014.62,15
60대,M,정기,17.98,1873.48,45
기타,M,정기,5.45,599.72,30
20대,,단체,1.86,184.59,2
40대,,단체,5.93,607.04,4
10대,F,단체,4.68,519.69,3
10대,M,단체,1.88,240.67,2
10대,,일일(비회원),2.48,274.98,1
기타,,일일(비회원),9.85,1092.93,6
10대,,일일(회원),5.85,649.07,3
20대,,일일(회원),14.82,1585.78,17
30대,,일일(회원),9.67,1045.27,9
40대,,일일(회원),0,0,1
50대,,일일(회원),0,0,1
기타,,일일(회원),7.53,793.85,6
20대,,일일(회원),2.38,274.17,3
10대,F,일일(회원),25.23,2770.69,12
20대,F,일일(회원),17.83,1794.78,15
30대,F,일일(회원),7.69,721.26,5
40대,F,일일(회원),3.28,325.01,2
50대,F,일일(회원),0.89,76.37,1
기타,F,일일(회원),2.93,311.76,5
10대,M,일일(회원),25.81,3020.63,32
20대,M,일일(회원),5.75,727.67,9
30대,M,일일(회원),7.21,830.4,10
40대,M,일일(회원),3.24,553.61,2
50대,M,일일(회원),2.91,358.98,5
기타,M,일일(회원),8.83,989.45,7
10대,,정기,8.79,974.87,5
20대,,정기,30.52,3535.68,58
30대,,정기,35.46,4543.17,43
40대,,정기,35.04,3955.46,55
50대,,정기,64.72,7449.66,55
60대,,정기,11.95,1393.83,30
기타,,정기,9.16,936.4,19
20대,,정기,0.51,56.26,3
30대,,정기,0,0,1
40대,,정기,20.52,2732.51,11
50대,,정기,3.11,308.91,5
20대,F,정기,45.41,4823.68,45
30대,F,정기,10.54,1139.19,24
40대,F,정기,62.82,5931.43,43
50대,F,정기,46.92,4476.06,49
60대,F,정기,0.31,31.28,4
기타,F,정기,9.57,965.96,6
10대,M,정기,4.99,615.09,7
20대,M,정기,43.65,5500.5,62
30대,M,정기,9.13,1258.43,19
40대,M,정기,51.16,7449.81,40
50대,M,정기,31.74,3647.99,28
60대,M,정기,3.07,376.71,13
70대이상,M,정기,4.59,508.75,4
기타,M,정기,22.38,2745.3,31
기타,,단체,0.37,41.32,2
기타,,일일(비회원),1.01,111.21,4
10대,,일일(회원),0.71,60.03,2
20대,,일일(회원),10.66,1253.86,23
30대,,일일(회원),6.16,712.95,12
40대,,일일(회원),0,0,1
기타,,일일(회원),0.81,83.48,2
20대,,일일(회원),1.79,219.07,6
10대,F,일일(회원),0.96,100.27,3
20대,F,일일(회원),6.16,567.09,15
30대,F,일일(회원),1.31,120.12,6
40대,F,일일(회원),0.22,18.53,1
기타,F,일일(회원),0.22,24.08,1
10대,M,일일(회원),1.75,192.06,7
20대,M,일일(회원),6.51,855.05,14
30대,M,일일(회원),0.53,71.91,1
40대,M,일일(회원),1.39,193.42,3
기타,M,일일(회원),3.14,360.37,6
10대,,정기,1.94,265.16,5
20대,,정기,21.84,2374.72,99
30대,,정기,13.26,1533.12,32
40대,,정기,3.74,412.33,23
50대,,정기,0.88,115.28,2
기타,,정기,2.23,247.36,4
20대,,정기,2.07,216.44,8
30대,,정기,2.23,251.33,4
40대,,정기,2.21,182.61,2
50대,,정기,0.33,45.62,1
20대,F,정기,13.86,1300.94,50
30대,F,정기,10.33,1174.89,25
40대,F,정기,3.64,341.65,8
50대,F,정기,5.34,551.22,10
60대,F,정기,0.09,7.62,1
70대이상,F,정기,1.9,200.84,1
기타,F,정기,0.38,42.08,2
10대,M,정기,0,0,1
20대,M,정기,25.54,3100.77,97
30대,M,정기,17.36,2141.68,78
40대,M,정기,18.45,2354.33,32
50대,M,정기,19.93,2433.95,42
60대,M,정기,9.23,955.47,24
기타,M,정기,12.89,1466.78,73
기타,,일일(비회원),1.22,135.49,1
기타,F,일일(비회원),0.37,40.93,1
10대,,일일(회원),0.26,28.56,1
20대,,일일(회원),5.94,659.11,9
30대,,일일(회원),0.75,76.51,2
기타,,일일(회원),1.42,157.53,1
20대,,일일(회원),0.15,16.22,1
20대,F,일일(회원),1.32,144.07,4
30대,F,일일(회원),0.8,83.78,2
기타,F,일일(회원),1.41,111.7,2
10대,M,일일(회원),3.08,433.17,3
20대,M,일일(회원),5.44,650.81,10
30대,M,일일(회원),2.63,317.51,6
10대,,정기,1.05,80.6,6
20대,,정기,7.71,807.95,32
30대,,정기,1.46,153.13,7
40대,,정기,2.26,257.97,5
50대,,정기,0.85,107.55,3
60대,,정기,0.3,37.88,1
20대,,정기,0.94,95.44,6
30대,,정기,0.31,33.98,1
50대,,정기,0.99,123.27,1
20대,F,정기,2.8,286.44,19
40대,F,정기,0,0,1
50대,F,정기,3.79,429.46,3
60대,F,정기,3.49,358.12,2
기타,F,정기,0.6,56.29,3
10대,M,정기,0.07,7.72,3
20대,M,정기,10.12,1238.29,54
30대,M,정기,13.2,1691.33,57
40대,M,정기,3.08,435.19,14
50대,M,정기,2.41,318.68,6
60대,M,정기,1.16,118.69,5
기타,M,정기,2.75,304.09,21
40대,F,단체,0.72,67.17,1
기타,,일일(비회원),4.14,459.71,3
10대,,일일(회원),9.6,1475.14,1
20대,,일일(회원),9.71,1018.68,12
40대,,일일(회원),0.95,109.33,2
50대,,일일(회원),1.61,214.05,1
70대이상,,일일(회원),0.82,89.97,1
20대,,일일(회원),0.29,34.37,2
20대,F,일일(회원),1.58,139.83,10
30대,F,일일(회원),1.54,143.99,3
40대,F,일일(회원),0.22,20.47,1
50대,F,일일(회원),0.23,22.57,1
70대이상,F,일일(회원),0.23,34,1
기타,F,일일(회원),2.41,258.37,2
10대,M,일일(회원),1.33,151.35,5
20대,M,일일(회원),7.13,838.62,11
30대,M,일일(회원),2.92,442.09,5
기타,M,일일(회원),3.12,418.87,2
10대,,정기,0.57,77.62,1
20대,,정기,21.29,2084.85,72
30대,,정기,7.09,775.75,39
40대,,정기,7.5,876.98,12
50대,,정기,0.49,63.24,5
60대,,정기,0.33,35.09,1
기타,,정기,0.41,45.3,2
20대,,정기,1.31,123.75,3
10대,F,정기,5.34,428.35,7
20대,F,정기,20.87,2024.38,84
30대,F,정기,0.95,90.63,3
40대,F,정기,0.46,44.14,3
50대,F,정기,18.61,1908.23,37
60대,F,정기,0.1,9.98,1
기타,F,정기,0.79,87.32,4
20대,M,정기,30.73,3906.9,115
30대,M,정기,15.36,2067.56,37
40대,M,정기,42.76,5660.58,29
50대,M,정기,12.78,1477.39,41
60대,M,정기,9.99,1232.48,19
기타,M,정기,3,365.83,13
기타,,일일(비회원),0.25,28.66,4
10대,,일일(회원),0.41,59.58,1
20대,,일일(회원),3.02,265.89,6
20대,,일일(회원),1.29,160.06,3
20대,F,일일(회원),12.21,1340.3,11
30대,F,일일(회원),0.51,56.63,1
20대,M,일일(회원),3.64,420.57,8
30대,M,일일(회원),5.63,778.49,4
기타,M,일일(회원),1.08,155.62,3
10대,,정기,0,0,1
20대,,정기,19.27,1999.81,48
30대,,정기,0.82,109.06,3
40대,,정기,2.36,282.14,10
50대,,정기,0.37,53.52,1
기타,,정기,0.04,4.63,1
20대,,정기,2.38,251.8,7
30대,,정기,0.5,54.14,2
20대,F,정기,2.8,276.25,7
30대,F,정기,2.3,223.94,5
40대,F,정기,1.62,165.07,6
50대,F,정기,0.67,72.85,15
기타,F,정기,0.77,61.4,7
10대,M,정기,0,0,1
20대,M,정기,7.25,930.63,28
30대,M,정기,7.85,1006.54,37
40대,M,정기,4.47,581.86,24
50대,M,정기,0.7,91.95,4
60대,M,정기,1.73,176.77,6
기타,M,정기,1.34,149.14,3
10대,M,단체,3.64,341.41,2
기타,,일일(비회원),2.13,235.53,2
10대,,일일(회원),0.95,105.44,1
20대,,일일(회원),23.27,2803.96,25
30대,,일일(회원),1.46,174.15,6
40대,,일일(회원),0.24,21.21,1
기타,,일일(회원),2.47,257.6,3
20대,,일일(회원),0.24,28.69,1
20대,F,일일(회원),5.23,578.31,9
30대,F,일일(회원),0.13,14.74,1
기타,F,일일(회원),1.6,170.33,4
10대,M,일일(회원),2.11,245.74,8
20대,M,일일(회원),16.76,1798.01,23
30대,M,일일(회원),4.89,545.63,5
40대,M,일일(회원),0.24,26.25,1
기타,M,일일(회원),8.66,983.45,10
10대,,정기,2.75,237.88,3
20대,,정기,30.55,3377.3,96
30대,,정기,11.19,1302.64,35
40대,,정기,10.33,1255.23,10
50대,,정기,4.76,520.94,8
60대,,정기,1.12,128.17,5
70대이상,,정기,2.57,285.78,7
기타,,정기,2.44,258.02,8
20대,,정기,2.31,217.94,10
30대,,정기,0.28,31.4,1
40대,,정기,0.65,72.1,4
50대,,정기,0.15,19.73,2
20대,F,정기,14.27,1530.88,43
30대,F,정기,13.11,1285.24,38
40대,F,정기,4.28,234.03,25
50대,F,정기,2.75,289.82,3
60대,F,정기,1.23,114.65,3
기타,F,정기,5.65,450.94,8
10대,M,정기,4.35,456.3,7
20대,M,정기,54.36,6564.74,109
30대,M,정기,21.07,2590.38,60
40대,M,정기,32.56,4317.57,66
50대,M,정기,7.55,866.83,22
60대,M,정기,11.51,1278.44,18
기타,M,정기,6.81,809.09,34
기타,,일일(비회원),5.1,565.97,4
20대,,일일(회원),1.45,184.58,4
30대,,일일(회원),0.46,43.56,1
70대이상,,일일(회원),0.83,91.24,2
20대,,일일(회원),0.08,6.06,1
20대,F,일일(회원),1.68,159.29,7
30대,F,일일(회원),1.26,130.1,3
기타,F,일일(회원),0.62,68.9,2
10대,M,일일(회원),1.74,229.22,2
20대,M,일일(회원),2.81,323.18,12
30대,M,일일(회원),1.03,121.95,2
기타,M,일일(회원),0.82,87.56,3
10대,,정기,0.54,64.2,4
20대,,정기,17.32,2112.98,73
30대,,정기,11.26,1403.26,23
40대,,정기,3.49,425.25,8
50대,,정기,0.32,41.23,1
60대,,정기,0.33,47.35,1
기타,,정기,3.03,334.75,4
20대,,정기,1.48,208.74,6
30대,,정기,1.89,280.14,1
50대,,정기,0.42,54.35,1
20대,F,정기,5.25,527.01,23
30대,F,정기,4.83,442.91,20
50대,F,정기,0.94,103.99,2
10대,M,정기,0.85,96.38,4
20대,M,정기,18.95,2309.72,57
30대,M,정기,13.81,1607.01,32
40대,M,정기,15.08,1889.21,32
50대,M,정기,1.17,134.82,4
60대,M,정기,9.22,972.18,26
기타,M,정기,2.62,329.97,4
30대,,단체,3.31,367.29,2
기타,,일일(비회원),4.17,463.27,5
20대,,일일(회원),15.59,1649.43,19
30대,,일일(회원),6.34,931.13,5
40대,,일일(회원),2.7,330.85,2
기타,,일일(회원),0.45,50.47,1
10대,,일일(회원),4.63,695.73,2
20대,,일일(회원),0.7,86.76,3
30대,,일일(회원),0.37,38.44,2
20대,F,일일(회원),6.39,574.09,10
30대,F,일일(회원),4.46,471.45,7
40대,F,일일(회원),0,0,1
50대,F,일일(회원),0.33,32.5,1
기타,F,일일(회원),2.96,327.4,4
20대,M,일일(회원),13.92,1755.6,17
30대,M,일일(회원),2.56,335.11,7
40대,M,일일(회원),0.32,41.04,4
기타,M,일일(회원),0.15,21.43,1
10대,,정기,0.66,77.23,4
20대,,정기,46.47,5264.74,92
30대,,정기,21.78,2603.35,66
40대,,정기,5.55,735.19,24
50대,,정기,3.6,479.08,17
60대,,정기,0.64,71.74,3
70대이상,,정기,0.27,29.8,1
기타,,정기,1.65,210.12,8
20대,,정기,2.49,287.39,17
30대,,정기,3.64,629.27,2
40대,,정기,2.74,360.62,6
50대,,정기,20.46,1951.46,26
10대,F,정기,0.22,27.09,2
20대,F,정기,14.12,1367.31,64
30대,F,정기,19.27,2466.57,47
40대,F,정기,2.46,224.3,8
50대,F,정기,1.86,170.86,11
70대이상,F,정기,0.19,19.22,9
기타,F,정기,17.67,1947.23,18
10대,M,정기,0.71,89.8,2
20대,M,정기,42.38,5169.19,133
30대,M,정기,32.4,4028.46,98
40대,M,정기,18.69,2424.01,73
50대,M,정기,10.68,1387.62,56
60대,M,정기,4.03,431.7,21
기타,M,정기,7.43,901.85,27
10대,,단체,2.48,275.36,4
기타,,일일(비회원),11.23,1246.35,9
기타,F,일일(비회원),0,0,1
기타,M,일일(비회원),0.9,99.61,1
10대,,일일(회원),0.22,22.25,2
20대,,일일(회원),17.78,1894.53,28
30대,,일일(회원),8.53,835.65,13
40대,,일일(회원),5.4,646.72,5
50대,,일일(회원),1.85,204.79,1
기타,,일일(회원),0,0,2
20대,,일일(회원),4.36,419.22,2
40대,,일일(회원),0,0,1
10대,F,일일(회원),9.77,1079.34,9
20대,F,일일(회원),20.47,2111.32,19
30대,F,일일(회원),5.83,576.61,10
40대,F,일일(회원),10.85,1044.91,5
50대,F,일일(회원),5.14,426.82,6
60대,F,일일(회원),0.44,41.38,1
기타,F,일일(회원),7.79,866.19,7
10대,M,일일(회원),14.03,1864.04,12
20대,M,일일(회원),18.1,2328.02,26
30대,M,일일(회원),12.42,1583.57,12
40대,M,일일(회원),9.86,1232.07,7
50대,M,일일(회원),2.08,231.01,2
60대,M,일일(회원),2.08,336.7,2
기타,M,일일(회원),6.09,819.72,6
10대,,정기,3.16,350.02,12
20대,,정기,94.42,10523.54,154
30대,,정기,55.92,5278.44,99
40대,,정기,40.78,5286.17,54
50대,,정기,20.39,2572.52,35
60대,,정기,5.45,509.44,5
기타,,정기,0.53,58.37,2
20대,,정기,8.75,1128.34,11
40대,,정기,0.95,116.11,2
50대,,정기,4.17,517.4,9
60대,,정기,0.34,37.32,1
10대,F,정기,2.84,313.77,7
20대,F,정기,38.46,4047.02,72
30대,F,정기,41.44,4060.1,72
40대,F,정기,9.03,931.56,16
50대,F,정기,28.95,2868.27,44
60대,F,정기,0.28,27.1,1
70대이상,F,정기,5.12,701.86,15
기타,F,정기,13.94,1472.8,21
10대,M,정기,0.73,77.34,3
20대,M,정기,28.37,3701.37,76
30대,M,정기,40.55,5569.96,79
40대,M,정기,27.98,3660.74,37
50대,M,정기,38.76,4849.79,81
60대,M,정기,8.36,986.26,15
70대이상,M,정기,0.17,17.23,1
기타,M,정기,6.95,944.02,16
30대,,단체,3.63,402.73,4
40대,,단체,1.86,171.43,2
40대,F,단체,0.37,34.85,2
40대,M,단체,2.7,391.47,2
10대,,일일(비회원),0.08,8.89,1
기타,,일일(비회원),2.54,282.31,5
10대,,일일(회원),3.56,354.45,7
20대,,일일(회원),16.53,2165.77,20
30대,,일일(회원),4.55,398.63,5
40대,,일일(회원),1.5,169.42,2
기타,,일일(회원),2.98,313.84,3
20대,,일일(회원),1.07,164.95,2
30대,,일일(회원),0.28,41.07,1
10대,F,일일(회원),1.66,134.95,2
20대,F,일일(회원),14.73,1564.02,10
30대,F,일일(회원),0.43,34.68,3
40대,F,일일(회원),1.98,203.06,3
50대,F,일일(회원),4.13,271.61,4
기타,F,일일(회원),3.3,362.57,3
10대,M,일일(회원),7.39,776.11,6
20대,M,일일(회원),8.37,1054.5,19
30대,M,일일(회원),4.73,580.12,9
40대,M,일일(회원),1.43,183.58,4
50대,M,일일(회원),0,0,1
60대,M,일일(회원),15.67,1872.98,7
기타,M,일일(회원),3.57,400.54,4
10대,,정기,0.5,69.82,2
20대,,정기,79.97,8298.36,109
30대,,정기,17.94,2132.16,46
40대,,정기,12.17,1173.43,37
50대,,정기,57.16,6204.48,76
60대,,정기,0.32,36.9,5
기타,,정기,1.41,156.81,1
20대,,정기,0.44,34,1
30대,,정기,0.17,19.31,2
40대,,정기,1.24,177.3,2
50대,,정기,11.5,1241.56,18
60대,,정기,1.5,161.16,1
10대,F,정기,7.27,549.74,6
20대,F,정기,32.08,3048.14,49
30대,F,정기,39.72,4010.3,92
40대,F,정기,9.38,905.34,17
50대,F,정기,23.55,2398.93,46
60대,F,정기,0.09,8.43,1
70대이상,F,정기,0.16,16.59,1
기타,F,정기,10.31,1102.76,12
10대,M,정기,0.18,20.08,1
20대,M,정기,20.24,2611.38,36
30대,M,정기,33.04,4759.22,48
40대,M,정기,13.82,1863.62,35
50대,M,정기,33.85,4327.72,49
60대,M,정기,0.43,47.62,1
기타,M,정기,5.06,645.26,9
40대,F,단체,0.32,27.13,2
10대,M,단체,1.36,150.96,4
40대,,일일(비회원),0.49,54.31,1
기타,,일일(비회원),5.75,636.92,9
10대,,일일(회원),5.01,619.2,4
20대,,일일(회원),4.69,502.32,6
20대,F,일일(회원),2.36,226.59,7
30대,F,일일(회원),0,0,1
기타,F,일일(회원),0.27,25,1
10대,M,일일(회원),0,0,2
20대,M,일일(회원),1.25,147.51,8
30대,M,일일(회원),4.19,546.36,2
기타,M,일일(회원),0.82,90.6,1
20대,,정기,18.4,2238.49,56
30대,,정기,8.15,957.54,35
40대,,정기,3.6,404.68,6
50대,,정기,4.8,640.12,5
기타,,정기,2.77,314.36,7
20대,,정기,5.25,587.14,17
30대,,정기,0.13,14.51,1
40대,,정기,0.18,19.56,1
10대,F,정기,0.34,35.46,5
20대,F,정기,5.35,517.89,18
30대,F,정기,1.59,156.69,10
40대,F,정기,6.08,637.41,6
50대,F,정기,5.09,511.08,9
기타,F,정기,1.18,119.39,8
20대,M,정기,32.45,3914.46,77
30대,M,정기,10.35,1232.19,38
40대,M,정기,3.65,447.14,25
50대,M,정기,2.31,266.86,9
60대,M,정기,3.23,374.88,12
기타,M,정기,5.09,599.68,13
20대,M,단체,1.04,159.05,2
기타,,일일(비회원),1.05,116.72,3
20대,,일일(회원),8.82,1119.59,19
30대,,일일(회원),0.24,33.29,2
기타,,일일(회원),0.36,39.9,1
20대,F,일일(회원),1.97,225.79,1
30대,F,일일(회원),0.64,69.65,2
기타,F,일일(회원),0.79,78.91,3
10대,M,일일(회원),2.77,274.32,1
20대,M,일일(회원),6.23,723.14,11
30대,M,일일(회원),0.38,57.5,2
40대,M,일일(회원),0.64,95.58,1
기타,M,일일(회원),1.5,187.94,2
20대,,정기,6.33,741.07,29
30대,,정기,6.01,722.61,29
40대,,정기,0.91,112.95,3
50대,,정기,1.29,216.55,1
기타,,정기,6.57,729.87,4
20대,,정기,0,0,1
30대,,정기,1.26,137.16,7
40대,,정기,1.25,179.29,2
10대,F,정기,0.74,59.56,1
20대,F,정기,19.71,2008.08,60
30대,F,정기,0.77,85.43,7
40대,F,정기,1.55,151.56,2
50대,F,정기,0.98,113.64,2
70대이상,F,정기,0.74,66.76,5
기타,F,정기,4.02,336.54,27
10대,M,정기,0.54,71.35,1
20대,M,정기,13.87,1648.85,60
30대,M,정기,9.84,1188.04,29
40대,M,정기,7.84,994.44,18
50대,M,정기,1.77,229.58,5
60대,M,정기,1.85,221.73,4
기타,M,정기,2.83,307.33,15
기타,,일일(비회원),2.09,231.66,1
20대,,일일(회원),8.64,897.87,15
30대,,일일(회원),1.07,118.85,1
40대,,일일(회원),1.33,152.02,2
