Age,Sex,Types,Co2,Exercise,Num_of_use
20대,F,정기,22.02,2140.53,76
30대,F,정기,19.72,1893.4,56
40대,F,정기,6.37,644.49,15
50대,F,정기,4.13,420.63,4
60대,F,정기,8.19,658.39,8
70대이상,F,정기,0.26,28.57,1
기타,F,정기,10.11,1102,26
10대,M,정기,4.31,491.66,9
20대,M,정기,16.83,2077.68,46
30대,M,정기,13.82,1801.39,62
40대,M,정기,8.11,1016.4,33
50대,M,정기,5.98,782.22,13
60대,M,정기,4.08,470.79,11
70대이상,M,정기,0.53,53.74,3
기타,M,정기,17.17,2093.64,53
10대,,단체,0.5,55.29,2
20대,,단체,1.36,151.18,2
40대,,단체,1.48,138.55,2
40대,F,단체,1.03,84.59,2
기타,M,단체,2.65,362.16,3
기타,,일일(비회원),2.96,329.07,7
10대,,일일(회원),0.55,60.94,1
20대,,일일(회원),15.02,1635.22,20
30대,,일일(회원),3.46,386.37,8
40대,,일일(회원),0.92,132.06,1
50대,,일일(회원),3.71,392.96,1
기타,,일일(회원),0.36,48.79,1
20대,,일일(회원),1.53,169.2,10
10대,F,일일(회원),4.13,457.18,2
20대,F,일일(회원),7.59,769.11,16
30대,F,일일(회원),6.32,636.68,6
40대,F,일일(회원),0.33,33.53,2
50대,F,일일(회원),1.48,101.24,1
기타,F,일일(회원),0.84,89.87,4
10대,M,일일(회원),4.96,538.03,7
20대,M,일일(회원),15.2,1707.03,16
30대,M,일일(회원),8.07,1052.29,10
40대,M,일일(회원),1.31,127.43,2
50대,M,일일(회원),1.71,227.27,3
기타,M,일일(회원),2.68,317.51,3
10대,,정기,1.08,120.65,3
20대,,정기,26.8,2947.99,56
30대,,정기,45.81,5509.34,102
40대,,정기,16.01,1819.32,50
50대,,정기,18.12,2000.99,34
60대,,정기,3.11,439.35,9
70대이상,,정기,0.84,93.69,1
기타,,정기,26.18,2693.35,23
20대,,정기,1.2,142.5,5
30대,,정기,1.51,164.99,5
50대,,정기,2.29,395.92,4
10대,F,정기,1.06,108.49,6
20대,F,정기,22.19,2209.7,65
30대,F,정기,8.98,901.38,36
40대,F,정기,12.88,1288.55,16
50대,F,정기,6.93,1203.88,12
60대,F,정기,37.03,3678.85,32
70대이상,F,정기,3.24,360.45,11
기타,F,정기,7.56,832.44,16
10대,M,정기,1.1,121.53,5
20대,M,정기,38.35,4918.93,87
30대,M,정기,11.28,1511.82,33
40대,M,정기,17.92,2183.46,41
50대,M,정기,20.19,2507.75,55
60대,M,정기,4.23,535.94,11
기타,M,정기,48.54,7286.18,38
기타,,일일(비회원),1.09,120.91,2
20대,,일일(회원),7.46,838,22
30대,,일일(회원),2.11,220.95,8
40대,,일일(회원),0.5,66.95,1
50대,,일일(회원),0.4,47.69,1
기타,,일일(회원),1.11,123.04,1
10대,,일일(회원),0.37,50.14,1
20대,F,일일(회원),4.35,450.39,14
30대,F,일일(회원),0.52,46.02,2
40대,F,일일(회원),2.64,251.02,3
기타,F,일일(회원),0.24,26.69,1
10대,M,일일(회원),0.79,87.48,2
20대,M,일일(회원),3.39,430.35,10
30대,M,일일(회원),3.08,404.2,8
40대,M,일일(회원),2.04,226.26,4
기타,M,일일(회원),1.56,153.45,4
10대,,정기,1.45,143.95,3
20대,,정기,34.8,4042.2,112
30대,,정기,15.41,1732.91,44
40대,,정기,13.13,1437.04,44
50대,,정기,6.58,730.23,19
60대,,정기,8.37,911.48,26
기타,,정기,0.61,71.95,3
20대,,정기,1.77,195.14,9
30대,,정기,1.05,138.71,4
40대,,정기,1.79,180.89,6
10대,F,정기,0.3,33.46,1
20대,F,정기,10.84,1042.41,46
30대,F,정기,9.07,750.82,29
40대,F,정기,11.93,1278.65,28
50대,F,정기,1.28,115.12,3
60대,F,정기,33.15,3166.22,14
기타,F,정기,6.37,661.44,19
10대,M,정기,0.78,87.35,3
20대,M,정기,21.59,2914.34,74
30대,M,정기,19.5,2440.63,69
40대,M,정기,5.51,805.86,19
50대,M,정기,4.95,666.86,7
60대,M,정기,0.29,38.61,1
기타,M,정기,10.25,1236.84,34
30대,,단체,1.19,111.77,6
10대,F,단체,0.2,14.93,2
기타,,일일(비회원),2.47,273.78,6
10대,,일일(회원),0.19,19.25,1
20대,,일일(회원),14.61,1503.95,45
30대,,일일(회원),11.2,1479.35,14
40대,,일일(회원),0.92,101.65,4
기타,,일일(회원),0.42,45.7,3
10대,,일일(회원),0.81,72.11,4
20대,,일일(회원),4.22,524.45,13
30대,,일일(회원),0.67,59.3,1
40대,,일일(회원),0.43,39.25,1
10대,F,일일(회원),0.69,69.93,2
20대,F,일일(회원),10.53,1037.58,23
30대,F,일일(회원),5.64,538.31,16
40대,F,일일(회원),0.29,25.15,1
기타,F,일일(회원),3.82,400.51,7
10대,M,일일(회원),1.08,115.27,2
20대,M,일일(회원),7.56,1001.57,24
30대,M,일일(회원),2.18,292.38,11
40대,M,일일(회원),1.63,239.48,4
50대,M,일일(회원),0.76,92.33,2
기타,M,일일(회원),6.24,759.35,11
10대,,정기,0.73,81.08,4
20대,,정기,87.15,10130.79,273
30대,,정기,33.32,3901.62,128
40대,,정기,17.32,1864.7,52
50대,,정기,6.12,816.06,25
60대,,정기,13.05,1265.83,23
기타,,정기,0.88,97.92,8
10대,,정기,0,0,1
20대,,정기,17.29,2517.64,17
30대,,정기,20.01,2312.45,46
40대,,정기,2.25,260.24,5
50대,,정기,0.83,112,1
10대,F,정기,1.42,162.19,13
20대,F,정기,24.37,2334.5,130
30대,F,정기,34.82,3535.78,138
40대,F,정기,7.72,774.83,19
50대,F,정기,9.52,962.91,32
60대,F,정기,2.24,256.52,11
기타,F,정기,13.04,1316.14,52
10대,M,정기,1.71,213.33,4
20대,M,정기,34.63,4590.95,115
30대,M,정기,35.42,4573.4,95
40대,M,정기,37.26,4606.1,164
50대,M,정기,26.57,3512.4,44
60대,M,정기,2.88,360.06,11
70대이상,M,정기,0.87,110.65,3
기타,M,정기,25.06,3170.3,87
20대,,단체,0,0,1
30대,,단체,0,0,2
기타,,일일(비회원),3.42,378.57,6
20대,,일일(회원),13.69,1486.57,31
30대,,일일(회원),3.98,453.33,10
40대,,일일(회원),3.07,410.07,3
기타,,일일(회원),0.62,68.97,2
20대,,일일(회원),0.61,55.61,2
30대,,일일(회원),1.46,148.96,2
10대,F,일일(회원),3.64,341.36,5
20대,F,일일(회원),12.05,1297.31,24
30대,F,일일(회원),1.88,187.87,8
40대,F,일일(회원),2.37,273.04,4
기타,F,일일(회원),1.78,220,4
10대,M,일일(회원),3.14,367.64,3
20대,M,일일(회원),4.19,500.4,11
30대,M,일일(회원),2.91,354.39,9
40대,M,일일(회원),0.55,79.77,2
50대,M,일일(회원),0.13,16.85,1
기타,M,일일(회원),4.98,641.32,10
10대,,정기,10.06,1237.2,34
20대,,정기,44.02,5257.95,129
30대,,정기,33.71,4059.56,98
40대,,정기,25.66,3000.92,69
50대,,정기,28.84,3244.02,68
60대,,정기,15.25,1782.46,30
기타,,정기,4.46,459.69,13
20대,,정기,3,339.9,17
30대,,정기,1.2,127.03,5
40대,,정기,5.7,552.86,16
50대,,정기,1.7,178.06,2
10대,F,정기,1.71,156.25,3
20대,F,정기,36.42,3757.09,88
30대,F,정기,17.51,1649.31,59
40대,F,정기,12.86,1290.5,47
50대,F,정기,8.1,800.13,31
60대,F,정기,3.72,340.35,8
70대이상,F,정기,0.3,46.32,2
기타,F,정기,8.47,904.36,26
10대,M,정기,8.66,951.64,22
20대,M,정기,17.66,2177.55,68
30대,M,정기,29.23,3704.56,96
40대,M,정기,14.61,1883.63,42
50대,M,정기,15.32,1991.62,38
60대,M,정기,9.19,1027.45,16
70대이상,M,정기,0.91,101.42,3
기타,M,정기,1.42,180.26,8
10대,F,단체,0,0,1
40대,F,단체,0,0,2
기타,,일일(비회원),1.29,143.4,1
10대,,일일(회원),0.71,97.39,4
20대,,일일(회원),3.67,405.9,9
30대,,일일(회원),0.75,88,1
50대,,일일(회원),2.67,395.25,3
기타,,일일(회원),0,0,1
10대,,일일(회원),1.36,147.3,2
40대,,일일(회원),0,0,1
10대,F,일일(회원),0.72,80.31,2
20대,F,일일(회원),10.62,1170.25,9
30대,F,일일(회원),5.2,535.2,3
50대,F,일일(회원),0.86,80.37,1
기타,F,일일(회원),1.82,202.52,5
10대,M,일일(회원),0.38,45.21,2
20대,M,일일(회원),11.49,1420.2,8
30대,M,일일(회원),1.84,223.44,4
40대,M,일일(회원),1.98,233.13,3
50대,M,일일(회원),0,0,1
기타,M,일일(회원),7.36,905.34,7
10대,,정기,3.97,440.06,7
20대,,정기,23.9,2534.79,77
30대,,정기,11.75,1418.65,16
40대,,정기,5.86,636.08,21
50대,,정기,14.81,1645.67,30
60대,,정기,2.93,348.22,8
기타,,정기,0.26,28.57,1
20대,,정기,3.93,554.99,11
40대,,정기,2.71,300.54,6
60대,,정기,0.38,39.71,2
10대,F,정기,0,0,4
20대,F,정기,6.45,668.77,26
30대,F,정기,31.72,3477.19,36
40대,F,정기,9.16,986.59,12
60대,F,정기,0.3,28.1,1
70대이상,F,정기,0,0,1
기타,F,정기,7.78,693.01,6
10대,M,정기,1.79,202.32,6
20대,M,정기,14.9,1685.76,22
30대,M,정기,13.1,1559.11,13
40대,M,정기,3.91,523.83,7
50대,M,정기,3.87,472.11,9
60대,M,정기,3.83,443.44,10
70대이상,M,정기,0.21,28.51,1
기타,M,정기,3.49,394.37,8
기타,,일일(비회원),2.03,225.07,4
20대,,일일(회원),2.82,336.61,4
30대,,일일(회원),5.31,548.56,4
40대,,일일(회원),0,0,1
50대,,일일(회원),0,0,1
20대,F,일일(회원),1.07,118.92,3
30대,F,일일(회원),2.14,205.41,3
40대,F,일일(회원),3.37,364.37,3
기타,F,일일(회원),3.31,348.54,3
20대,M,일일(회원),0.7,81.09,2
30대,M,일일(회원),0.85,107.91,2
40대,M,일일(회원),0.1,16.24,2
기타,M,일일(회원),1.14,135.49,3
20대,,정기,5.85,564.45,22
30대,,정기,1.75,177.13,6
40대,,정기,4.28,469.66,6
50대,,정기,2.24,233.03,4
60대,,정기,1.18,147.62,1
20대,,정기,0.29,39.94,1
20대,F,정기,0.96,103.85,9
30대,F,정기,1.99,192.1,6
40대,F,정기,3.48,403.9,7
50대,F,정기,0.32,27.17,1
기타,F,정기,1.75,187.31,6
10대,M,정기,0.56,62.4,1
20대,M,정기,4.01,448.04,19
30대,M,정기,4.42,570.18,13
40대,M,정기,1.18,148.31,5
50대,M,정기,7.01,884.17,17
60대,M,정기,0.52,65.93,2
기타,M,정기,4.89,570.31,14
10대,,일일(회원),0.92,100.26,3
20대,,일일(회원),3.69,430.69,11
30대,,일일(회원),0.68,90.91,4
40대,,일일(회원),5.5,393.48,4
50대,,일일(회원),0,0,2
10대,F,일일(회원),2.24,219.57,3
20대,F,일일(회원),1.67,179.17,4
30대,F,일일(회원),5.7,560.73,4
40대,F,일일(회원),3.72,298.16,1
50대,F,일일(회원),0.34,35.27,1
기타,F,일일(회원),1.64,182.33,2
10대,M,일일(회원),3.17,359.1,7
20대,M,일일(회원),4.09,481.22,2
30대,M,일일(회원),4.97,633.85,8
40대,M,일일(회원),5.12,617.52,2
60대,M,일일(회원),0.13,14.61,1
기타,M,일일(회원),0.31,32.24,1
10대,,정기,0.26,24.07,1
20대,,정기,25.53,2788.5,75
30대,,정기,24.02,2770.26,50
40대,,정기,11.37,1281.23,25
50대,,정기,1.53,185.69,9
60대,,정기,5.56,607.93,29
20대,,정기,5.96,724,10
30대,,정기,3.78,604.27,10
40대,,정기,0.07,7.42,2
10대,F,정기,0.09,8.06,1
20대,F,정기,7.94,817.7,27
30대,F,정기,2.69,242.63,8
40대,F,정기,8.55,904.6,18
50대,F,정기,2.49,282.31,6
60대,F,정기,0.34,32.34,1
70대이상,F,정기,1.41,187.52,2
기타,F,정기,3.93,402.11,21
10대,M,정기,3.41,407.36,19
20대,M,정기,21.76,2481.55,55
30대,M,정기,30.58,3938.09,64
40대,M,정기,32.38,4429.37,31
50대,M,정기,3.87,437.68,19
60대,M,정기,2.12,260.37,3
70대이상,M,정기,1.19,132.3,1
기타,M,정기,5.29,612.21,14
기타,,일일(비회원),1.59,176.06,2
10대,,일일(회원),0,0,1
20대,,일일(회원),1.88,259.04,4
30대,,일일(회원),0.79,78.38,2
40대,,일일(회원),0.43,49.7,1
기타,,일일(회원),1.39,153.83,1
10대,F,일일(회원),0,0,1
20대,F,일일(회원),0.64,62.32,2
40대,F,일일(회원),15.75,1930.75,3
기타,F,일일(회원),0.95,88.82,5
20대,M,일일(회원),3.78,443.54,5
30대,M,일일(회원),4.56,545.7,2
40대,M,일일(회원),2.28,291.75,1
기타,M,일일(회원),0.6,66.67,1
20대,,정기,29.71,3242.33,28
30대,,정기,5.83,649.51,21
40대,,정기,0.99,109.65,3
50대,,정기,7.29,897.96,6
기타,,정기,0,0,1
20대,,정기,0.19,17.74,1
30대,,정기,1.84,194.45,1
50대,,정기,0.53,63.2,1
10대,F,정기,0.72,77.6,2
20대,F,정기,13.83,1290.98,24
30대,F,정기,1.7,176.28,4
40대,F,정기,2.26,245.76,7
50대,F,정기,0.44,48.51,1
60대,F,정기,0.11,10.93,1
기타,F,정기,2.02,172.06,1
10대,M,정기,0.76,88.46,2
20대,M,정기,4.76,542.6,27
30대,M,정기,3.86,459.28,2
40대,M,정기,1.79,215.31,13
50대,M,정기,8.64,1019.48,9
60대,M,정기,0.56,68.44,3
기타,M,정기,5.3,813.7,1
10대,,단체,0,0,2
40대,F,단체,1.82,186.29,2
기타,,일일(비회원),4.68,520.03,10
10대,,일일(회원),0.58,64.09,1
20대,,일일(회원),12.32,1402.29,37
30대,,일일(회원),1.27,141.89,3
40대,,일일(회원),0.31,34.88,1
50대,,일일(회원),0,0,1
기타,,일일(회원),0.36,39.67,3
20대,,일일(회원),0.37,33.16,2
30대,,일일(회원),0.25,32.06,3
40대,,일일(회원),1.85,230.82,4
10대,F,일일(회원),0.65,72.34,4
20대,F,일일(회원),5.15,557.13,19
30대,F,일일(회원),1.05,108.54,8
40대,F,일일(회원),0.33,23.38,1
기타,F,일일(회원),2.39,234.52,9
10대,M,일일(회원),4.02,407.85,13
20대,M,일일(회원),1.75,205.11,13
30대,M,일일(회원),1.15,143.69,4
40대,M,일일(회원),1.74,212.25,5
기타,M,일일(회원),5.38,647.9,7
10대,,정기,2.45,268.54,16
20대,,정기,45.09,4728.83,164
30대,,정기,30.87,3652.44,99
40대,,정기,10.41,1279.81,28
50대,,정기,15.31,1779.11,29
60대,,정기,0.14,15.99,1
기타,,정기,0.82,84.59,4
20대,,정기,10.43,941.49,23
30대,,정기,5.89,591.59,13
40대,,정기,2.34,219.22,3
50대,,정기,0.03,4.16,1
10대,F,정기,6.72,591.82,30
20대,F,정기,43.13,4216.19,176
30대,F,정기,16.11,1559.96,67
40대,F,정기,14.85,1417.89,44
50대,F,정기,2,184.49,7
60대,F,정기,18.02,1513.43,27
70대이상,F,정기,9.77,1083.98,18
기타,F,정기,23.07,2493.13,47
10대,M,정기,6.6,762.64,40
20대,M,정기,11.2,1411.26,67
30대,M,정기,27.64,3462.74,94
40대,M,정기,19.52,2451.33,38
50대,M,정기,26.38,3177.31,27
60대,M,정기,0.77,75.45,8
70대이상,M,정기,0.45,46.57,1
기타,M,정기,18.02,2079.55,63
10대,,단체,0.3,32.18,1
20대,,단체,0.85,99.19,2
30대,,단체,0.1,9.16,2
40대,,단체,0.41,38.33,1
10대,F,단체,0.34,41.81,2
10대,M,단체,0.09,11.29,2
20대,M,단체,0.45,57.91,2
30대,M,단체,0,0,1
기타,,일일(비회원),3.52,390.4,11
20대,,일일(회원),7.67,831.08,26
30대,,일일(회원),2.93,330.92,11
40대,,일일(회원),0.48,62.02,2
기타,,일일(회원),0.71,73.93,4
10대,,일일(회원),0.72,57.88,1
20대,,일일(회원),1.83,248.13,6
60대,,일일(회원),0.12,13.23,1
10대,F,일일(회원),0.65,63.43,3
20대,F,일일(회원),11.97,1242.89,23
30대,F,일일(회원),6.92,598.91,10
40대,F,일일(회원),1.39,160.11,5
50대,F,일일(회원),0,0,1
60대,F,일일(회원),1.14,109.11,1
70대이상,F,일일(회원),0.36,52.5,2
기타,F,일일(회원),5.53,583.3,10
10대,M,일일(회원),2.35,253.98,5
20대,M,일일(회원),16.83,1915.33,30
30대,M,일일(회원),4.67,557.52,19
40대,M,일일(회원),2.98,396.27,5
50대,M,일일(회원),0.84,100.88,2
기타,M,일일(회원),1.94,379.61,9
10대,,정기,1.12,143.96,1
20대,,정기,35.72,4070.13,156
30대,,정기,40.37,4858.46,144
40대,,정기,14.37,1641.15,79
50대,,정기,11.26,1213.8,36
60대,,정기,3.27,339.69,8
기타,,정기,0.19,19.72,2
20대,,정기,2.98,320.76,8
30대,,정기,6.32,617.71,28
40대,,정기,2.14,277.38,5
50대,,정기,0.16,15.35,1
10대,F,정기,0,0,2
20대,F,정기,19.46,1855.54,86
30대,F,정기,29.7,2987.61,139
40대,F,정기,5.48,612.24,17
50대,F,정기,6.4,691.88,19
60대,F,정기,5.86,656.38,12
기타,F,정기,9.95,970,35
10대,M,정기,5.2,646.62,10
20대,M,정기,26.79,3233.37,110
30대,M,정기,19.41,2408.65,94
40대,M,정기,10.77,1127.17,56
50대,M,정기,0.51,59.96,4
60대,M,정기,2.89,322.98,5
70대이상,M,정기,0.92,132.48,2
기타,M,정기,10.45,1316.31,38
10대,,단체,1.67,205.49,2
기타,,일일(비회원),2.3,255.94,5
10대,,일일(회원),0.7,87.92,2
20대,,일일(회원),8.23,993.27,20
30대,,일일(회원),3.41,347.12,6
40대,,일일(회원),1.21,163.74,5
기타,,일일(회원),18.44,2039.09,9
20대,,일일(회원),0.81,73.16,4
30대,,일일(회원),0.44,52.5,1
50대,,일일(회원),0.51,56.11,1
20대,F,일일(회원),3.43,313.04,6
30대,F,일일(회원),0,0.51,1
50대,F,일일(회원),3,260.23,2
기타,F,일일(회원),0.64,54.85,2
20대,M,일일(회원),1.99,256.19,7
30대,M,일일(회원),5.77,735.23,15
40대,M,일일(회원),1.72,191.09,3
50대,M,일일(회원),6.57,733.24,2
기타,M,일일(회원),7.24,824.89,16
10대,,정기,3.31,370.73,10
20대,,정기,20.49,2263.22,64
30대,,정기,27.95,3646.15,63
40대,,정기,36.02,4363.37,46
50대,,정기,17.26,2073.38,38
60대,,정기,0.62,78.1,3
기타,,정기,3.1,334.77,10
20대,,정기,3.31,408.94,15
30대,,정기,3.86,502.4,6
40대,,정기,0.94,128.32,5
50대,,정기,1.62,156.32,4
10대,F,정기,0.32,35.82,1
20대,F,정기,3.45,361.93,16
30대,F,정기,6.84,730.44,19
40대,F,정기,2.64,282.9,8
50대,F,정기,2.75,280.06,2
60대,F,정기,1.49,165.51,1
기타,F,정기,2.84,258.79,10
10대,M,정기,3.37,373.96,7
20대,M,정기,2.98,348.74,6
30대,M,정기,11.16,1409.13,22
40대,M,정기,28.04,3448.51,60
50대,M,정기,3,381.25,7
60대,M,정기,25.04,2874.88,48
기타,M,정기,2.15,291.44,9
10대,,일일(회원),3.14,328.48,3
20대,,일일(회원),2.75,333.91,6
30대,,일일(회원),0.57,59.18,1
20대,F,일일(회원),0.63,59.88,2
60대,F,일일(회원),0.78,86.74,1
10대,M,일일(회원),2.73,293.37,4
20대,M,일일(회원),0,0,1
30대,M,일일(회원),0.37,61.84,1
40대,M,일일(회원),0,0,1
10대,,정기,0.24,24.73,3
20대,,정기,3.44,361.44,16
30대,,정기,5.12,618.21,13
40대,,정기,4.74,497.23,14
50대,,정기,0.3,31.94,3
60대,,정기,1.19,129.2,5
기타,,정기,0.34,37.84,1
20대,,정기,2.23,238.73,3
40대,,정기,0.87,91.57,1
50대,,정기,0.67,68.19,1
10대,F,정기,1.04,122.51,12
20대,F,정기,2.34,238.86,14
30대,F,정기,2.36,256.69,8
40대,F,정기,0.21,23.42,2
50대,F,정기,3.7,369.35,9
60대,F,정기,1.04,106.91,3
70대이상,F,정기,0.53,58.43,2
기타,F,정기,2.45,270.96,4
20대,M,정기,8.79,1189.74,25
30대,M,정기,3.31,386.11,10
40대,M,정기,1.36,190.8,6
50대,M,정기,0.76,97.89,2
60대,M,정기,1.9,262.53,5
기타,M,정기,0.38,50.97,1
기타,,일일(비회원),2.31,256.5,3
10대,,일일(회원),0.12,13.15,1
20대,,일일(회원),5.65,564.44,11
50대,,일일(회원),0.18,21.07,1
10대,F,일일(회원),0.77,72.69,1
40대,F,일일(회원),3.14,316.59,1
10대,M,일일(회원),1.83,218.29,3
30대,M,일일(회원),0,0,1
40대,M,일일(회원),1.74,208.42,2
기타,M,일일(회원),2.32,256.89,1
20대,,정기,3.15,350.86,5
30대,,정기,0.95,126.95,1
40대,,정기,4.68,537.03,14
50대,,정기,1.65,203.75,8
60대,,정기,0.52,59.33,3
기타,,정기,0.49,50.37,1
20대,,정기,2.39,250.43,7
60대,,정기,0.08,9.02,1
10대,F,정기,0.2,15.68,1
20대,F,정기,3.31,367.98,8
30대,F,정기,0,0,1
40대,F,정기,4.47,416.19,5
50대,F,정기,0.08,8.33,1
60대,F,정기,0,0,1
기타,F,정기,0.63,68.92,5
10대,M,정기,1.28,142.77,2
20대,M,정기,2,266.26,2
30대,M,정기,2.39,310.16,4
40대,M,정기,17.46,2003.97,25
50대,M,정기,7.13,919.19,24
60대,M,정기,0,0,1
70대이상,M,정기,5.58,619.18,3
기타,M,정기,3.55,419.04,8
40대,F,단체,1.2,102.37,3
10대,,일일(회원),0,0,1
20대,,일일(회원),3.76,440.13,6
30대,,일일(회원),6.49,695.25,12
20대,,일일(회원),0.84,92.7,2
40대,,일일(회원),0,0,1
10대,F,일일(회원),0.45,38.28,2
20대,F,일일(회원),3.33,364.37,8
30대,F,일일(회원),1.51,167.31,1
40대,F,일일(회원),0.62,49,1
60대,F,일일(회원),0.58,64.17,1
20대,M,일일(회원),6.33,763.12,9
30대,M,일일(회원),1.7,213.49,3
40대,M,일일(회원),0.29,32.43,1
50대,M,일일(회원),1.25,153.24,2
기타,M,일일(회원),1.2,133.08,2
10대,,정기,0.48,59.37,1
20대,,정기,30.28,3737.68,82
30대,,정기,10.39,1134.66,30
40대,,정기,2.94,368.66,15
50대,,정기,9.03,1050.75,32
60대,,정기,2.42,281.09,3
70대이상,,정기,0.52,57.92,1
기타,,정기,0.58,62.16,4
20대,,정기,5.26,494.2,11
40대,,정기,2.39,274.89,4
10대,F,정기,0.41,34.89,1
20대,F,정기,8.95,855.66,36
30대,F,정기,15.01,1384.67,24
40대,F,정기,1.51,169.56,15
50대,F,정기,23.43,2515.18,30
60대,F,정기,4.99,511.39,11
70대이상,F,정기,0.18,20.11,1
기타,F,정기,8.13,887.4,34
10대,M,정기,1.17,126,4
20대,M,정기,7.96,994.9,23
30대,M,정기,22.69,2669.03,73
40대,M,정기,5.13,718.03,14
50대,M,정기,5.34,640.58,14
60대,M,정기,0.38,50.35,3
기타,M,정기,20.98,2621.6,65
10대,,일일(회원),3.9,411.48,3
20대,,일일(회원),0.5,67.8,4
50대,,일일(회원),0.28,42.77,1
